sim_time_s,flight_time_s,sf,airtime_ms,tx_bytes,seq,x,y,z,payload_json,dist,rx_time_s,delivered
134.24,133,11,742,87,178,30,5454,0,"{""s"":178,""t"":[0,2,13,39,1000],""p"":[30,5454,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",5454.082507626741,134.167,True
135.24,134,11,742,87,179,30,5184,0,"{""s"":179,""t"":[0,2,14,39,1000],""p"":[30,5184,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",5184.086804828793,135.167,True
136.24,135,11,742,87,180,30,4914,0,"{""s"":180,""t"":[0,2,15,39,1000],""p"":[30,4914,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",4914.091574238315,136.167,True
137.24,136,11,742,87,181,30,4644,0,"{""s"":181,""t"":[0,2,16,39,1000],""p"":[30,4644,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",4644.096898213904,137.167,True
138.24,137,11,742,87,182,30,4374,0,"{""s"":182,""t"":[0,2,17,39,1000],""p"":[30,4374,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",4374.102879448539,138.167,True
139.24,138,11,742,87,183,30,4104,0,"{""s"":183,""t"":[0,2,18,39,1000],""p"":[30,4104,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",4104.109647658064,139.167,True
140.24,139,11,742,87,184,30,3834,0,"{""s"":184,""t"":[0,2,19,39,1000],""p"":[30,3834,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",3834.117369095526,140.167,True
141.24,140,11,742,87,185,30,3564,0,"{""s"":185,""t"":[0,2,20,39,1000],""p"":[30,3564,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",3564.126260389775,141.167,True
142.24,141,11,742,87,186,30,3294,0,"{""s"":186,""t"":[0,2,21,39,1000],""p"":[30,3294,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",3294.136609189121,142.167,True
143.24,142,11,742,87,187,30,3024,0,"{""s"":187,""t"":[0,2,22,39,1000],""p"":[30,3024,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",3024.1488058625687,143.167,True
144.24,143,11,742,87,188,30,2754,0,"{""s"":188,""t"":[0,2,23,39,1000],""p"":[30,2754,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",2754.1633938457608,144.167,True
145.24,144,11,742,87,189,30,2484,0,"{""s"":189,""t"":[0,2,24,39,1000],""p"":[30,2484,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",2484.181152814746,145.167,True
146.24,145,11,742,87,190,30,2214,0,"{""s"":190,""t"":[0,2,25,39,1000],""p"":[30,2214,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",2214.203242703795,146.167,True
147.24,146,11,742,87,191,30,1944,0,"{""s"":191,""t"":[0,2,26,39,1000],""p"":[30,1944,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",1944.2314677013126,147.167,True
148.24,147,11,742,87,192,30,1674,0,"{""s"":192,""t"":[0,2,27,39,1000],""p"":[30,1674,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",1674.2687956239286,148.167,True
149.24,148,11,742,87,193,30,1404,0,"{""s"":193,""t"":[0,2,28,39,1000],""p"":[30,1404,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",1404.3204762446499,149.167,True
150.24,149,11,742,87,194,30,1134,0,"{""s"":194,""t"":[0,2,29,39,1000],""p"":[30,1134,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",1134.3967559897198,150.167,True
151.238,150,11,742,86,195,30,864,0,"{""s"":195,""t"":[0,2,30,39,1000],""p"":[30,864,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",864.5206764444677,151.167,True
152.238,151,11,742,86,196,30,594,0,"{""s"":196,""t"":[0,2,31,39,1000],""p"":[30,594,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",594.7570932742207,152.167,True
153.238,152,11,742,86,197,30,324,0,"{""s"":197,""t"":[0,2,32,39,1000],""p"":[30,324,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",325.38592471094995,153.167,True
154.237,153,11,742,85,198,30,54,0,"{""s"":198,""t"":[0,2,33,39,1000],""p"":[30,54,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",61.773780845922005,154.166,True
155.236,154,11,742,84,199,30,0,0,"{""s"":199,""t"":[0,2,34,39,1000],""p"":[30,0,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",30.0,155.165,True
156.236,155,11,742,84,200,30,0,0,"{""s"":200,""t"":[0,2,35,39,1000],""p"":[30,0,0],""a"":[10,20,980],""g"":[0,0,0],""e"":[100,25]}",30.0,156.165,True
